pharos_index,AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
1628,Q9Y5E7,PCDHB2,0.561865361,0,0,0,1,1,35,,0.862069,0.862069,0.882716,0.928571,0.858333,798
1629,Q9BTE3,MCMBP,-0.652334273,1,0,0,0,0,92,,0.534483,0.534483,0.508333,,0.654167,642
1630,Q86WK7,AMIGO3,-1.161367985,1,0,0,0,6,113,10,0.996552,0.996552,0.892857,,0,504
1631,Q9Y5E2,PCDHB7,0.101873434,0,0,0,1,2,39,14,0.937931,0.937931,0.822222,0.65991,0.835417,793
1632,Q86WK6,AMIGO1,-1.745421714,1,0,0,0,103,221,23,0.996552,0.996552,0.797222,0.488263,0.825,493
1633,Q9Y5E1,PCDHB9,-0.103070324,0,0,0,1,0,1,,,0.862069,0.902778,,0.791667,797
1634,Q495M3,SLC36A2,-1.785066919,0,1,0,0,42,88,,0.768966,0.768966,0.997222,0.986667,0.985417,483
1635,Q9Y5E4,PCDHB5,0.201645363,0,0,0,1,2,87,5,,0.9,0.772222,0.607306,0.710417,795
1636,Q9Y5E3,PCDHB6,1.041392685,0,0,0,1,8,32,,,0.9,0.925926,,0.71875,794
1637,Q9BTE7,DCUN1D5,-0.301029996,0,0,0,1,0,14,,0.627586,0.627586,0.488889,0.344749,0.63125,237
1638,Q5UAW9,GPR157,-0.041392685,0,0,0,1,3,111,,1,1,0.905556,,0.929167,335
1639,Q8WWI1,LMO7,-1.247707878,1,0,0,0,10,80,,0.558621,0.558621,0.888889,0.627315,0.847917,1683
1640,Q495M9,USH1G,-1.642812477,1,0,0,0,0,24,3,0.996552,0.996552,0.930556,,0.947917,461
1641,Q9Y5E9,PCDHB14,0.77815125,0,0,0,1,6,90,,0.937931,0.937931,0.777778,,0.658333,798
1642,Q9BTE1,DCTN5,-0.324946261,0,0,0,1,2,53,17,0.52069,0.52069,0.516667,0.514085,0.516667,182
1643,Q9BTE0,NAT9,-3.028195525,0,0,0,1,3,44,3,,,0.538889,0.990868,0.595833,207
1644,Q13643,FHL3,-0.718185242,1,0,0,0,11,103,21,0.534483,0.534483,1,,1,280
1645,Q14974,KPNB1,-1.630376209,1,0,0,0,38,174,1,0.465517,0.465517,0.538889,0.524775,0.5625,876
1646,Q8WWH5,TRUB1,-0.963787836,1,0,0,0,2,91,3,0.693103,0.693103,0.538889,0.608108,0.541667,349
1647,Q13642,FHL1,-2.461339567,1,0,0,0,87,312,,0.465517,0.465517,0.95,0.894144,0.929167,323
1648,Q14973,SLC10A1,-2.69149748,0,1,0,0,2,163,,0.996552,0.996552,1,1,1,349
1649,A8MWK0,FADS2P1,,0,0,0,1,0,0,,,,,,,482
1650,Q13641,TPBG,-2.105600853,1,0,0,0,73,206,,0.617241,0.617241,0.827778,0.483796,0.929167,420
1651,Q05C16,LRRC63,1.041392685,0,0,0,1,0,0,,,0.913793,0.980556,,0.985417,580
1652,Q14978,NOLC1,-1.623126255,1,0,0,0,45,216,3,0.503448,0.503448,0.508333,0.708904,0.54375,699
1653,Q8WWH4,ASZ1,-2.816607717,1,0,0,0,20,107,,0.882759,0.882759,1,0.952991,1,475
1654,Q96QB1,DLC1,-1.931849403,1,0,0,0,5,137,3,0.882759,0.710345,0.875,,0.825,1528
1655,Q86WJ1,CHD1L,-2.224529364,1,0,0,0,12,129,11,0.748276,0.693103,0.522222,0.260274,0.539583,897
1656,Q9Y5F1,PCDHB12,,0,0,0,1,13,88,,0.937931,0.937931,0.790123,,0.802083,795
1657,Q9Y5F0,PCDHB13,,0,0,0,1,1,101,,0.9,0.9,0.647222,,0.71875,798
1658,Q9Y5F7,PCDHGC4,0.595220567,0,0,0,1,4,87,,0.786207,0.786207,1,,0.985417,938
1659,Q9Y5F6,PCDHGC5,-0.703081326,1,0,0,0,39,192,20,0.810345,0.768966,1,,0.929167,944
1660,Q9Y5F9,PCDHGB6,-0.355755961,0,0,0,1,2,8,,0.862069,0.862069,0.919753,,0.654167,930
1661,Q9BTD3,TMEM121,-0.477121259,0,0,0,1,0,15,,1,1,0.966667,,0.745833,319
1662,Q9Y5F8,PCDHGB7,-1.621126816,0,0,0,1,0,4,,0.672414,0.672414,0.716667,,0.641667,929
1663,Q9Y5F3,PCDHB1,0.405765347,0,0,0,1,5,73,21,0.958621,0.958621,0.711111,,0.985417,818
1664,Q9Y5F2,PCDHB11,0.77815125,0,0,0,1,8,108,48,0.937931,0.937931,0.920139,,0.814583,797
1665,Q9BTD8,RBM42,-0.229027338,0,0,0,1,3,108,34,0.596552,0.596552,0.475,0.212963,0.479167,480
1666,P52292,KPNA2,-1.901866654,1,0,0,0,50,281,7,0.768966,0.768966,0.930556,0.6,0.985417,529
1667,O94759,TRPM2,-1.343181256,0,1,0,0,2,209,,0.768966,0.768966,0.825,0.808219,0.860417,1503
1668,Q14982,OPCML,-1.659144987,1,0,0,0,4,163,7,0.958621,0.958621,1,,0.9625,345
1669,Q13651,IL10RA,-2.082219402,1,0,0,0,285,599,1,0.975862,0.975862,0.888889,,0.939583,578
1670,Q9BTD1,SHANK2-AS3,,0,0,0,1,0,0,,,,,,,123
1671,Q14980,NUMA1,-2.765437164,1,0,0,0,56,235,,0.465517,0.465517,0.55,0.04955,0.654167,2115
1672,O94763,URI1,-2.154092445,1,0,0,0,16,150,,0.52069,0.503448,0.519444,0.308559,0.516667,535
1673,Q96QA5,GSDMA,-1.444005958,1,0,0,0,1,77,,0.844828,0.844828,1,0.939024,0.997917,445
1674,P52298,NCBP2,-1.450987905,1,0,0,0,16,110,2,0.57931,0.558621,0.538889,0.277778,0.504167,156
1675,O94761,RECQL4,,1,0,0,0,0,0,,0.724138,0.724138,,,,1208
1676,O94762,RECQL5,-1.673727239,1,0,0,0,3,148,,0.806897,0.596552,0.538889,,0.7,991
1677,O94768,STK17B,-1.269227815,0,1,0,0,29,344,2,0.937931,0.937931,0.95,0.622066,0.860417,372
1678,P52294,KPNA1,-1.950918879,1,0,0,0,61,284,1,0.465517,0.465517,0.502778,0.634703,0.491667,538
1679,Q8WWG1,NRG4,-1.335638526,1,0,0,0,2,137,,,,0.95,,0.939583,115
1680,O94766,B3GAT3,-1.438052329,1,0,0,0,17,112,11,0.534483,0.534483,0.538889,0.687793,0.504167,335
1681,Q86WI0,LHFPL1,0,0,0,0,1,0,69,,,,0.902778,,0.883333,220
1682,Q9Y5G0,PCDHGB5,,0,0,0,1,0,25,,0.844828,0.844828,0.813889,,,923
1683,Q9Y5G2,PCDHGB2,,0,0,0,1,79,145,29,0.844828,0.844828,0.825,,0.63125,931
1684,Q9Y5G1,PCDHGB3,0.602059991,0,0,0,1,0,10,,,0.844828,0.670139,,0.745833,929
1685,Q96QA6,YPEL2,0.045183407,0,0,0,1,0,22,,,,0.491667,,0.527083,119
1686,O94760,DDAH1,-2.136361945,0,1,0,0,22,205,,0.482759,0.465517,0.766667,0.405405,0.814583,285
1687,Q8WWG9,KCNE4,-1.176711266,1,0,0,0,22,99,,,,0.930556,0.60274,0.833333,221
1688,Q9Y5G8,PCDHGA5,,0,0,0,1,10,87,50,0.844828,0.844828,0.850694,,0.745833,931
1689,P41597,CCR2,-3.0654763,0,1,0,0,181,530,3,0.996552,0.996552,0.888889,0.847032,0.9625,374
1690,Q9Y5G7,PCDHGA6,,0,0,0,1,0,10,13,0.844828,0.844828,0.741667,,0.745833,932
1691,Q9Y5G9,PCDHGA4,0.665729071,0,0,0,1,0,0,,,0.655172,0.788889,,0.6875,962
1692,P41595,HTR2B,-2.666413693,0,0,1,0,36,265,,,,0.95,0.835586,0.90625,481
1693,Q9Y5G4,PCDHGA9,0.509305938,0,0,0,1,6,31,,0.813793,0.813793,0.791667,,0.654167,932
1694,Q9BTC8,MTA3,-1.361742828,1,0,0,0,65,204,,0.482759,0.482759,0.625,0.333333,0.539583,594
1695,P41594,GRM5,-3.123528125,0,1,0,0,130,396,,0.655172,0.655172,1,,0.916667,1212
1696,Q9Y5G3,PCDHGB1,0.301029996,0,0,0,1,2,87,68,0.844828,0.844828,1,,0.71875,927
1697,Q86WI3,NLRC5,-1.742761461,1,0,0,0,0,44,,0.862069,0.862069,0.888889,,0.8875,1866
1698,P40261,NNMT,-2.093133461,0,1,0,0,64,268,,0.672414,0.672414,0.905556,0.862222,0.916667,264
1699,Q9Y5G6,PCDHGA7,,0,0,0,1,0,17,18,0.768966,0.768966,0.898148,,0.75625,932
1700,Q9Y5G5,PCDHGA8,0,0,0,0,1,15,96,,0.937931,0.844828,0.768519,,0.772917,932
1701,Q86WI1,PKHD1L1,-0.481123996,0,0,0,1,8,17,,0.52069,0.52069,0.980556,,0.997917,4243
1702,O94769,ECM2,-0.898585887,0,0,0,1,1,22,,0.727586,0.727586,0.813889,0.410959,0.90625,699
1703,B9A6J9,TBC1D3L,,0,0,0,1,0,2,,,,0.694444,1,,549
1704,Q14993,COL19A1,-0.756717351,1,0,0,0,13,137,,1,1,0.885802,,0.916667,1142
1705,Q9BTC0,DIDO1,-1.142841196,1,0,0,0,12,184,8,0.672414,0.672414,0.508333,0.04955,0.658333,2240
1706,Q9NWK9,ZNHIT6,0.477121255,1,0,0,0,3,87,,0.882759,0.882759,0.533333,,0.5375,470
1707,Q14990,ODF1,-1.717154794,0,0,0,1,0,33,14,0.996552,0.996552,1,0.993333,1,250
1708,Q8WWF5,ZNRF4,-0.740362694,1,0,0,0,9,94,70,0.975862,0.975862,1,,1,429
1709,Q14997,PSME4,-1.601283819,0,0,0,1,2,43,,0.624138,0.624138,0.722222,0.335648,0.63125,1843
1710,Q8WWF6,DNAJB3,,0,0,0,1,0,0,15,0.596552,0.596552,,,,145
1711,O94772,LY6H,-0.760386566,0,0,0,1,30,44,,0.9,0.9,1,,0.939583,140
1712,Q14995,NR1D2,-1.774728462,0,1,0,0,45,205,4,0.913793,0.913793,0.752778,0.513699,0.60625,579
1713,Q8WWF3,SSMEM1,,0,0,0,1,0,41,11,1,,1,,1,244
1714,Q14994,NR1I3,-2.571395515,0,1,0,0,38,304,11,0.996552,0.975862,1,,1,352
1715,O94778,AQP8,-2.067239168,1,0,0,0,43,124,,0.996552,0.996552,0.980556,0.977778,0.997917,261
1716,Q8WWF1,C1orf54,,0,0,0,1,2,45,,,,0.691667,0.359155,0.772917,131
1717,O94779,CNTN5,-2.548798645,1,0,0,0,18,100,1,0.958621,0.958621,0.966667,0.395833,0.916667,1100
1718,Q14999,CUL7,-1.497472649,1,0,0,0,22,139,,0.558621,0.558621,0.547222,0.294521,0.733333,1698
1719,O94776,MTA2,-1.592006261,1,0,0,0,17,283,,0.503448,0.503448,0.538889,0.042793,0.641667,668
1720,O94777,DPM2,-0.953777633,0,0,0,1,0,34,2,,,0.516667,0.305556,0.48125,84
1721,Q9Y5H1,PCDHGA2,1,0,0,0,1,30,55,,0.693103,0.693103,0.761111,0.395833,0.75625,932
1722,Q9Y5H0,PCDHGA3,-0.389166079,1,0,0,0,127,181,,0.748276,0.748276,0.848765,,0.677083,932
1723,Q9Y5H3,PCDHGA10,1.204119983,0,0,0,1,9,29,,0.844828,0.844828,0.997222,,0.639583,936
1724,Q9Y5H2,PCDHGA11,-0.176091257,0,0,0,1,2,8,,0.768966,0.768966,0.793651,,0.916667,935
1725,Q6S5H4,POTEB3,-1.034571189,1,0,0,0,0,56,24,0.52069,,,,,581
1726,Q6S5H5,POTEG,0.041185928,0,0,0,1,20,56,,0.52069,0.52069,0.997222,,0.997917,508
1727,Q8WWF8,CAPSL,-0.310870251,0,0,0,1,3,28,,0.558621,0.558621,1,0.959459,0.985417,208
1728,Q9Y5H9,PCDHA2,0.77815125,0,0,0,1,9,103,,0.975862,0.975862,0.958333,,0.947917,948
1729,P41587,VIPR2,-2.206683268,0,1,0,0,82,255,93,1,1,0.875,0.683099,0.870833,438
1730,Q9Y5H8,PCDHA3,0.405765347,0,0,0,1,0,108,28,0.958621,0.958621,0.824074,,0.847917,950
1731,P41586,ADCYAP1R1,-1.981106109,0,1,0,0,33,184,1,0.768966,0.768966,0.997222,0.84589,0.883333,468
1732,Q495N2,SLC36A3,-1.40039407,0,0,0,1,2,31,1,,,1,,1,470
1733,Q9Y5H5,PCDHA9,-0.463931261,0,0,0,1,7,81,3,0.882759,0.882759,0.997222,,0.985417,950
1734,Q9Y5H4,PCDHGA1,0.574031268,0,0,0,1,60,131,,0.844828,0.844828,0.891975,,0.814583,931
1735,Q86WH2,RASSF3,,1,0,0,0,6,130,,0.806897,0.806897,0.644444,0.202703,0.916667,238
1736,Q9Y5H7,PCDHA5,,0,0,0,1,10,119,,0.727586,0.727586,1,0.893333,0.9625,936
1737,Q9Y5H6,PCDHA8,0.120573931,0,0,0,1,2,75,32,0.958621,0.958621,0.980556,,0.975,950
1738,Q9NWL6,ASNSD1,1.414973348,0,0,0,1,3,103,,1,1,,,,643
1739,P40259,CD79B,-2.549569204,1,0,0,0,471,681,93,0.996552,0.996552,0.966667,0.916667,0.985417,229
1740,Q13671,RIN1,-1.646796835,1,0,0,0,12,124,13,0.913793,0.913793,0.904321,,0.835417,783
1741,Q13670,PMS2P11,-2.192990908,0,0,0,1,0,0,,,,,,,270
1742,A8MWP4,,,0,0,0,1,0,0,,,,,,,228
1743,Q9UJV9,DDX41,-3.629338902,1,0,0,0,62,230,9,0.57931,0.57931,0.472222,0.328829,0.491667,622
1744,A8MWP6,,,0,0,0,1,0,0,,,,,,,167
1745,Q8WWM9,CYGB,-3.105822446,1,0,0,0,32,202,,0.617241,0.617241,0.613889,0.77027,0.825,190
1746,Q9NWD8,TMEM248,,0,0,0,1,0,47,,,,0.522222,,0.545833,314
1747,Q9NWD9,BEX4,-0.420702125,1,0,0,0,0,90,,,,0.777778,,0.76875,120
1748,Q96QG7,MTMR9,-0.738359828,1,0,0,0,7,80,10,0.534483,0.534483,0.683333,,0.5625,549
1749,Q8WWM7,ATXN2L,-1.589247391,1,0,0,0,0,93,,0.52069,0.52069,0.625,0.581081,0.641667,1075
1750,O94788,ALDH1A2,-2.250777878,1,0,0,0,5,229,,0.465517,0.465517,0.905556,0.574324,0.916667,518
1751,Q5XKE5,KRT79,-0.605920413,0,0,0,1,3,87,,0.465517,0.465517,0.997222,0.923423,0.997917,535
1752,Q86X02,CDR2L,-1.070653429,1,0,0,0,0,51,,0.862069,0.862069,0.780556,0.413146,0.947917,465
1753,O94782,USP1,-1.888534168,0,1,0,0,7,271,4,0.882759,0.882759,0.544444,0.666667,0.658333,785
1754,P53567,CEBPG,-0.925582028,1,0,0,0,20,248,22,0.913793,0.913793,0.522222,0.686937,0.516667,150
1755,A8MX19,FAM90A12P,,0,0,0,1,0,0,,,,,,,464
1756,Q9UJW0,DCTN4,-0.850191233,1,0,0,0,42,160,2,0.465517,0.465517,0.488889,,0.489583,460
1757,Q9UK80,USP21,-1.644602698,1,0,0,0,30,288,,1,1,0.536111,,0.527083,565
1758,Q9UK85,DKKL1,-2.201659478,1,0,0,0,39,140,72,0.813793,0.813793,1,0.987654,1,242
1759,P0CB33,ZNF735,,0,0,0,1,0,20,,0.693103,0.693103,1,,1,412
1760,Q9Y5A9,YTHDF2,-1.379291824,1,0,0,0,1,88,,0.52069,0.52069,0.491667,0.324201,0.572917,579
1761,Q9UJW3,DNMT3L,-1.955550008,1,0,0,0,104,403,1,1,1,0.980556,,0.997917,386
1762,Q9UJW2,TINAG,-1.391572175,1,0,0,0,2,58,20,0.975862,0.975862,1,0.94,0.985417,476
1763,Q9Y5A6,ZSCAN21,-0.666263004,1,0,0,0,160,291,21,0.693103,0.693103,0.5,,0.489583,473
1764,Q9UJW9,SERTAD3,-1.399550096,0,0,0,1,3,49,,,,0.538889,,0.6625,196
1765,Q9UJW8,ZNF180,0.074246029,0,0,0,1,10,76,,,0.958621,0.536111,,0.641667,692
1766,Q8WWM1,XAGE5,-0.215599802,0,0,0,1,0,3,,,,1,,1,108
1767,Q13683,ITGA7,-1.635631766,1,0,0,0,60,193,,0.655172,0.655172,0.919444,,0.870833,1181
1768,Q9UJW7,ZNF229,,0,0,0,1,0,53,,,0.627586,0.838889,,,825
1769,Q9Y5A7,NUB1,-1.812510301,1,0,0,0,0,0,,0.57931,0.57931,0.538889,0.626126,0.572917,615
1770,Q96QF7,GCNA,-1.342610615,1,0,0,0,18,75,,0.937931,,0.997222,0.961039,0.825,691
1771,Q13686,ALKBH1,-2.099464103,1,0,0,0,22,149,,0.975862,0.975862,0.502778,0.269608,0.585417,389
1772,P0CB38,PABPC4L,0,0,0,0,1,0,49,,,0.482759,0.888889,,0.833333,370
1773,Q13685,AAMP,-1.478420521,1,0,0,0,9,123,7,0.558621,0.558621,0.508333,0.404762,0.48125,434
1774,Q8WWL7,CCNB3,-1.078236971,1,0,0,0,1,272,,0.844828,0.844828,0.997222,0.992857,0.997917,1395
1775,Q86WN2,IFNE,-1.689282478,1,0,0,0,37,109,9,,,0.958333,,0.939583,208
1776,Q86WN1,FCHSD1,-0.23144594,0,0,0,1,19,81,,0.786207,0.786207,0.7,0.292237,0.710417,690
1777,Q9UJX2,CDC23,-1.505278131,1,0,0,0,21,191,,0.52069,0.52069,0.505556,0.497717,0.595833,597
1778,Q9UJX0,OSGIN1,-1.216208723,1,0,0,0,3,104,2,,,0.930556,,0.916667,560
1779,Q9Y5B0,CTDP1,-1.886973977,1,0,0,0,10,113,,0.693103,0.617241,0.577778,0.659722,0.654167,961
1780,Q9UJX6,ANAPC2,-0.455569893,1,0,0,0,81,166,,0.57931,0.57931,0.519444,0.598174,0.63125,822
1781,Q9UK96,FBXO10,-0.624110136,0,0,0,1,0,38,18,0.806897,0.806897,0.794444,,0.710417,956
1782,Q96QF0,RAB3IP,-1.034997235,1,0,0,0,18,89,,0.882759,0.813793,0.844444,,0.9625,476
1783,Q9UJX5,ANAPC4,0.434350294,1,0,0,0,16,156,,0.710345,0.710345,0.536111,0.465278,0.61875,808
1784,Q9UJX4,ANAPC5,-1.459123684,1,0,0,0,17,251,17,0.57931,0.57931,0.472222,0.171171,0.48125,755
1785,Q9UJX3,ANAPC7,-0.171180662,1,0,0,0,0,73,,0.617241,0.617241,0.533333,0.435185,0.527083,599
1786,Q8WWL2,SPIRE2,-0.769711312,1,0,0,0,0,91,,0.596552,0.596552,0.827778,,0.883333,714
1787,Q9Y5B6,PAXBP1,-0.89266529,1,0,0,0,3,100,,0.655172,0.627586,0.527778,0.364286,0.660417,917
1788,Q9UK99,FBXO3,-1.557061407,1,0,0,0,3,100,16,0.596552,0.596552,0.491667,,0.504167,471
1789,Q9Y5B9,SUPT16H,-1.854531662,1,0,0,0,114,324,,0.465517,0.465517,0.538889,0.472603,0.63125,1047
1790,Q9UK97,FBXO9,-0.424290449,1,0,0,0,8,122,1,0.913793,0.9,0.475,,0.48125,447
1791,Q9Y5B8,NME7,-0.834789843,1,0,0,0,9,113,,0.596552,0.596552,0.752778,,0.660417,376
1792,Q9NWF4,SLC52A1,-0.89390461,1,0,0,0,2,127,,0.958621,0.958621,0.966667,,0.985417,448
1793,Q13698,CACNA1S,-2.213213098,0,0,1,0,43,114,4,0.913793,0.913793,1,1,1,1873
1794,Q8WWK9,CKAP2,-2.307837215,1,0,0,0,11,84,,0.558621,0.558621,0.841667,0.824444,0.8875,683
1795,Q9NWF9,RNF216,-1.27011606,1,0,0,0,0,170,,0.786207,0.786207,0.538889,0.293919,0.572917,866
1796,Q96QE3,ATAD5,-1.605342253,1,0,0,0,0,117,,0.655172,0.655172,0.827778,,0.8875,1844
1797,Q96QE2,SLC2A13,-1.100206355,1,0,0,0,0,71,3,0.806897,0.806897,0.980556,0.777778,0.7,648
1798,Q96QE5,TEFM,-0.67099078,1,0,0,0,2,61,47,0.813793,0.813793,0.519444,0.791667,0.60625,360
1799,Q96QE4,LRRC37B,-0.076855077,0,0,0,1,0,71,,0.882759,0.882759,0.775,0.650685,0.745833,947
1800,P53582,METAP1,-1.649010243,0,1,0,0,57,149,,0.465517,0.465517,0.536111,0.557078,0.660417,386
1801,A8MX34,KRTAP29-1,,0,0,0,1,0,0,,,,0,,0.939583,341
1802,A6NEC2,NPEPPSL1,,0,0,0,1,0,0,,,,,,,478
1803,Q9UJY1,HSPB8,-2.374574359,1,0,0,0,186,439,14,0.710345,0.710345,0.875,0.449772,0.870833,196
1804,Q9Y5C1,ANGPTL3,-2.002863166,1,0,0,0,85,396,5,0.810345,0.810345,1,1,1,460
1805,P0CAP1,POLR2M,-1.875921149,1,0,0,0,0,20,,0.693103,,0.980556,0.821596,1,466
1806,Q9UJY5,GGA1,-1.921401824,1,0,0,0,16,174,18,0.558621,0.558621,0.813889,0.530093,0.802083,639
1807,Q9UJY4,GGA2,-1.430546028,1,0,0,0,9,142,5,0.596552,0.596552,0.675,0.533784,0.7,613
1808,A8MWS1,KIR3DP1,,0,0,0,1,0,0,,,,,,,328
1809,Q96QD5,DEPDC7,-0.443697499,0,0,0,1,21,132,,0.9,0.9,0.95,,0.975,511
1810,Q96QD8,SLC38A2,-1.984823475,1,0,0,0,1,91,,0.937931,0.937931,0.675,0.524775,0.825,506
1811,P53597,SUCLG1,-2.009814819,1,0,0,0,3,78,5,0.465517,0.465517,0.813889,0.275556,0.470833,346
1812,Q3KR16,PLEKHG6,-0.567362502,1,0,0,0,3,109,18,0.975862,0.975862,0.905556,,0.929167,790
1813,P0CAP2,POLR2M,-0.798397549,1,0,0,0,19,54,,,,,,,368
1814,Q6S5L8,SHC4,-2.450956255,1,0,0,0,11,129,5,0.844828,0.844828,0.997222,,0.9625,630
1815,Q96QD9,FYTTD1,-0.915575698,1,0,0,0,2,108,19,0.57931,0.57931,0.488889,,0.527083,318
1816,B3GLJ2,PATE3,0.698970004,0,0,0,1,0,43,,,,1,,1,98
1817,A6NED2,RCCD1,-0.979678419,0,0,0,1,0,12,15,0.724138,0.724138,0.480556,0.340183,0.629167,376
1818,Q9UJZ1,STOML2,-0.849869917,1,0,0,0,15,154,1,0.465517,0.465517,0.472222,0.207763,0.489583,356
1819,Q9NWH2,TMEM242,0.301029996,0,0,0,1,0,30,,1,1,0.483333,0.746622,0.502083,141
1820,Q9BTF0,THUMPD2,0.301029996,0,0,0,1,0,31,2,0.958621,0.958621,0.512346,0.099537,0.677083,503
1821,P28324,ELK4,-1.073276838,1,0,0,0,8,100,,0.975862,0.975862,0.625,,0.677083,431
1822,Q9UJ14,GGT7,-0.819073656,1,0,0,0,0,101,15,0.724138,0.724138,0.508333,0.593607,0.772917,662
1823,A8MXV4,NUDT19,0.903089987,0,0,0,1,0,79,,0.558621,0.558621,0.455556,,0.654167,375
1824,A8MXV6,CDRT15L2,,0,0,0,1,0,102,,0.996552,0.996552,1,,1,281
1825,Q6YFQ2,COX6B2,-0.606180432,0,0,0,1,11,60,,0.975862,0.975862,1,,1,88
1826,P54619,PRKAG1,-1.001616975,1,0,0,0,59,293,9,0.465517,0.465517,0.472222,,0.470833,331
1827,Q9BRZ2,TRIM56,-0.697194421,1,0,0,0,16,109,1,0.503448,0.503448,0.536111,0.260274,0.75625,755
1828,O95793,STAU1,-2.241564277,1,0,0,0,67,258,20,0.503448,0.503448,0.505556,0.418919,0.470833,577
1829,P17676,CEBPB,-2.965889155,1,0,0,0,112,436,,0.693103,0.693103,0.780556,0.363426,0.75625,345
1830,Q9HCJ3,RAVER2,-0.318758763,0,0,0,1,1,38,,0.996552,0.996552,0.641667,0.034722,0.5625,691
1831,Q9HCJ6,VAT1L,0.176091259,0,0,0,1,10,92,2,0.655172,0.655172,0.997222,0.98,0.947917,419
1832,Q9HCJ5,ZSWIM6,-1.220421617,1,0,0,0,0,67,,0.503448,0.503448,0.536111,,0.545833,1215
1833,Q9HCJ0,TNRC6C,-0.677563509,1,0,0,0,7,30,1,0.806897,0.806897,0.661111,,0.658333,1690
1834,Q9HCJ2,LRRC4C,-2.225513691,1,0,0,0,26,161,23,0.913793,0.913793,1,0.946667,0.847917,640
1835,Q96P88,GNRHR2,-1.362850334,1,0,0,0,0,0,,,,,,,292
1836,Q9HCJ1,ANKH,-2.031402189,1,0,0,0,3,89,8,0.882759,0.882759,0.638889,,0.660417,492
1837,Q9Y3Z3,SAMHD1,-3.967220121,1,0,0,0,108,274,4,0.465517,0.465517,0.752778,0.362613,0.847917,626
1838,P28335,HTR2C,-3.081576459,0,0,1,0,38,336,82,1,1,1,,0.975,458
1839,P28332,ADH6,-1.841209456,1,0,0,0,21,117,,0.844828,0.844828,1,0.932432,1,368
1840,Q9UIQ6,LNPEP,-2.572435998,0,1,0,0,5,103,1,0.465517,0.465517,0.538889,0.315315,0.71875,1025
1841,P28330,ACADL,-1.526462085,1,0,0,0,2,231,1,0.786207,0.786207,0.905556,0.861905,0.885417,430
1842,P28331,NDUFS1,-1.42734072,0,0,1,0,6,214,,0.465517,0.465517,0.569444,0.717857,0.48125,727
1843,Q5FVE4,ACSBG2,-0.383710175,0,0,0,1,3,98,2,0.937931,0.937931,1,1,1,666
1844,Q9HCI7,MSL2,-1.788678918,1,0,0,0,33,117,6,0.937931,0.9,0.536111,,0.604167,577
1845,P55957,BID,-1.85312531,1,0,0,0,254,981,2,0.482759,0.482759,0.813889,0.715278,0.6875,195
1846,P15018,LIF,-2.869431454,1,0,0,0,125,413,,0.996552,0.996552,0.95,0.316667,0.90625,202
1847,Q9HCI6,KIAA1586,0.698970004,0,0,0,1,2,60,,0.768966,0.768966,0.625,0.723005,0.6875,787
1848,P17677,GAP43,-2.939052984,1,0,0,0,109,597,,0.624138,0.627586,1,0.857778,0.916667,238
1849,A6NFH5,FABP12,-0.187990481,0,0,0,1,2,41,,0.786207,0.786207,0.997222,0.981481,0.997917,140
1850,Q9HCI5,MAGEE1,-1.889114801,1,0,0,0,2,47,9,1,1,0.95,0.75,0.8875,957
1851,Q9BRY0,SLC39A3,-0.522898998,1,0,0,0,2,87,,0.862069,0.862069,0.661111,,0.825,314
1852,Q9UIR0,BTNL2,-2.573121289,1,0,0,0,0,73,,,,0.962963,,0.916667,455
1853,P28329,CHAT,-3.401745855,0,1,0,0,35,436,,0.996552,0.996552,1,0.96,0.9625,748
1854,P67936,TPM4,-1.578992321,1,0,0,0,15,120,,0.465517,0.465517,0.7,0.310502,0.76875,248
1855,P28328,PEX2,-1.768487849,1,0,0,0,2,170,,0.975862,0.975862,0.475,0.471831,0.48125,305
1856,P28325,CST5,-1.6536437,1,0,0,0,25,81,15,1,1,1,1,0.997917,142
1857,P30622,CLIP1,-2.549427601,1,0,0,0,8,221,,0.465517,0.465517,0.697222,0.569444,0.710417,1438
1858,Q9BRX9,WDR83,-1.175435861,1,0,0,0,18,162,55,0.913793,0.913793,0.508333,,0.539583,315
1859,Q9UJ37,ST6GALNAC2,-1.74190173,1,0,0,0,3,59,,0.996552,0.996552,0.919444,,0.975,374
1860,Q9BRX8,FAM213A,-1.51277336,1,0,0,0,0,63,,0.503448,0.503448,0.827778,0.493333,0.745833,229
1861,P28300,LOX,-3.362570315,1,0,0,0,162,513,10,0.844828,0.844828,0.838889,,0.997917,417
1862,P30626,SRI,-2.699148102,1,0,0,0,27,119,,0.465517,0.465517,0.827778,0.755708,0.63125,198
1863,Q96P71,NECAB3,-0.727321755,1,0,0,0,3,90,,1,1,0.780556,0.416667,0.710417,396
1864,Q9BS92,NIPSNAP3B,-1.064873791,1,0,0,0,3,103,,0.465517,0.465517,0.811111,,0.733333,247
1865,Q9BRX2,PELO,-1.338423639,1,0,0,0,11,100,,0.465517,0.465517,0.569444,0.511261,0.710417,385
1866,Q9BS91,SLC35A5,0.380211242,0,0,0,1,2,30,5,0.975862,0.975862,0.536111,,0.539583,424
