AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
Q9NUA8,ZBTB40,-0.271084945,0,0,0,1,1,127,,0.913793,0.913793,0.530556,,0.6875,1239
A6NGE7,URAD,-0.875061274,0,0,0,1,0,6,,0.882759,,0.980556,,0.997917,173
Q8N9L9,ACOT4,-0.537873581,1,0,0,0,0,58,,0.862069,0.862069,0.822222,0.723744,0.75625,421
O95881,TXNDC12,-1.487671348,1,0,0,0,5,103,10,0.465517,0.465517,0.488889,,0.491667,172
Q8N9L7,,,0,0,0,1,0,0,,,,,,,120
Q8WUH1,CHURC1,-2.284518959,0,0,0,1,21,45,7,0.810345,0.810345,0.491667,0.277778,0.516667,139
Q9UHT4,,,0,0,0,1,0,0,,,,,,,67
Q9UI54,,,0,0,0,1,0,0,,,,,,,55
Q8WUH2,TGFBRAP1,-1.03126416,1,0,0,0,47,179,,0.596552,0.596552,0.511111,0.756219,0.61875,860
Q9HC47,CTAGE1,,0,0,0,1,7,70,,,0.57931,1,,1,74
Q5H9S7,DCAF17,-1.303343379,1,0,0,0,0,25,,0.937931,0.937931,0.538889,,0.61875,520
Q9HC44,GPBP1L1,-0.623249287,0,0,0,1,0,41,35,0.975862,0.975862,0.508333,0.423423,0.545833,474
Q9NUB1,ACSS1,-1.488004405,1,0,0,0,5,73,,0.465517,0.465517,0.813889,0.585648,0.504167,689
Q13451,FKBP5,-2.521136381,0,1,0,0,153,299,,0.482759,0.482759,0.777778,0.18,0.75625,457
Q9BRD0,BUD13,-1.146845909,1,0,0,0,0,71,,0.786207,0.768966,0.530556,0.303241,0.641667,619
Q14781,CBX2,-1.373686738,0,1,0,0,40,223,,0.975862,0.975862,0.980556,0.8375,0.975,532
O95897,OLFM2,-1.081360033,1,0,0,0,1,40,30,0.9,0.9,0.980556,,0.870833,454
Q9NUB4,C20orf141,,0,0,0,1,2,60,7,1,1,1,,1,165
Q13454,TUSC3,-1.942917658,1,0,0,0,2,114,8,0.786207,0.786207,0.827778,0.52,0.814583,348
Q8WUG5,SLC22A17,-1.300906153,1,0,0,0,2,147,1,0.958621,0.958621,0.966667,,0.860417,538
Q13459,MYO9B,-1.685912315,1,0,0,0,5,79,,0.503448,0.503448,0.736111,0.423423,0.71875,2157
Q14789,GOLGB1,-2.753851162,1,0,0,0,28,88,,0.465517,0.465517,0.613889,0.148402,0.585417,3259
Q8N9K7,TRMT9B,,0,0,0,1,0,0,,,,,,,121
Q8N9K5,ZNF565,,0,0,0,1,3,71,,0.862069,0.862069,0.527778,,0.545833,539
A6NGG3,C9orf92,0.301029996,0,0,0,1,0,0,,,,0.865079,,0.929167,77
Q9UHU1,,,0,0,0,1,0,0,,,,,,,43
Q9HC38,GLOD4,-0.728324502,0,0,0,1,3,69,,0.465517,0.465517,0.522222,0.251142,0.48125,313
P39086,GRIK1,-2.444869261,0,0,1,0,9,219,1,0.9,0.9,0.980556,,0.8875,918
A6NGG8,C2orf71,-0.912002624,1,0,0,0,0,29,,0.844828,0.844828,0.875,,0.9625,1288
Q9BRC7,PLCD4,-1.09920638,1,0,0,0,9,47,24,0.786207,0.786207,0.997222,0.92,0.916667,762
Q9HC35,EML4,-2.421520099,1,0,0,0,17,83,,0.482759,0.482759,0.6,0.406667,0.710417,981
Q14790,CASP8,-3.542239178,0,1,0,0,297,1045,1,0.727586,0.710345,0.611111,0.461187,0.860417,479
Q9HC36,MRM3,-0.903089987,1,0,0,0,2,51,14,0.558621,,0.480556,0.560811,0.539583,420
Q9NUC0,SERTAD4,0.191885527,0,0,0,1,2,78,7,1,1,0.774691,,0.71875,356
Q13464,ROCK1,-2.646222212,0,0,1,0,153,461,,0.465517,0.465517,0.536111,0.446009,0.775,1354
Q9HBR0,SLC38A10,-0.277117836,0,0,0,1,0,25,,0.655172,0.655172,0.475,0.403153,0.595833,1119
Q13461,FOXE3,-1.537010267,1,0,0,0,0,150,,,,1,,0.947917,319
Q8WUF8,FAM172A,-0.882239851,1,0,0,0,0,36,,0.57931,0.57931,0.538889,0.422535,0.539583,416
Q13467,FZD5,-1.549241895,1,0,0,0,41,307,1,0.975862,0.975862,0.844444,0.791096,0.90625,585
P54687,BCAT1,-1.886586476,0,1,0,0,20,216,12,0.482759,0.482759,0.794444,,0.883333,386
Q8WUF5,PPP1R13L,-1.761306202,1,0,0,0,11,185,,0.806897,0.806897,0.966667,0.282609,0.929167,828
Q13465,MECOM,-1.840595246,1,0,0,0,0,0,,,,,,,169
P53355,DAPK1,-2.341526874,0,1,0,0,30,276,1,0.862069,0.862069,0.733333,0.524775,0.802083,1430
A8MYU2,KCNU1,-1.657715921,1,0,0,0,42,45,,1,1,1,,1,1149
P53350,PLK1,-3.096101892,0,1,0,0,337,856,21,0.913793,0.913793,0.905556,0.613924,0.985417,603
Q13469,NFATC2,-2.43207185,1,0,0,0,51,365,,0.786207,0.786207,0.763889,0.668981,0.745833,925
Q8N9I9,DTX3,-1.125497193,1,0,0,0,18,123,10,0.693103,0.693103,0.780556,0.668889,0.71875,347
Q00169,PITPNA,-1.539986674,1,0,0,0,14,126,,0.465517,0.465517,0.522222,,0.516667,270
Q9BRB3,PIGQ,-1.388458412,0,0,0,1,10,50,5,0.975862,0.975862,0.675,0.263333,0.539583,760
Q9UHV2,SERTAD1,-1.23283723,1,0,0,0,9,135,,,,0.597222,,0.6875,236
Q9HBQ8,GOLGA2P5,,0,0,0,1,0,0,,,,,,,144
Q9UI72,,,0,0,0,1,0,0,,,,,,,69
A6NGH7,CCDC160,,0,0,0,1,0,7,,0.996552,0.996552,0.875,,0.885417,325
A6NGH8,ANKRD61,,0,0,0,1,0,51,,,,0.997222,,1,418
Q9HC29,NOD2,-3.136213347,0,0,1,0,87,370,,0.9,0.9,0.919444,0.725694,0.916667,1040
Q7L9L4,MOB1B,-0.766615129,1,0,0,0,62,235,7,0.465517,0.465517,0.536111,0.504695,0.516667,216
Q9HC24,TMBIM4,-2.246714232,1,0,0,0,2,89,,1,,0.491667,,0.61875,238
Q9UHV5,RAPGEFL1,0.252181428,0,0,0,1,27,60,,0.975862,0.975862,0.925926,,0.9625,662
A8MYV0,DCDC2C,0.15490196,0,0,0,1,0,5,,,0.958621,1,,0.997917,355
Q13470,TNK1,-0.790468928,0,1,0,0,72,293,,0.844828,0.844828,0.679012,,0.802083,666
Q9HC23,PROK2,-2.232394482,1,0,0,0,0,138,10,0.996552,0.996552,0.95,,0.975,129
Q13474,DRP2,-0.711807223,0,0,0,1,2,48,,0.617241,0.617241,0.997222,,1,957
Q9UHV9,PFDN2,-0.830629384,1,0,0,0,11,115,19,0.465517,0.465517,0.475,0.283333,0.479167,154
Q9UHV8,LGALS13,-1.961485146,1,0,0,0,98,137,5,1,1,1,,0.985417,139
Q9UHV7,MED13,-1.522496445,1,0,0,0,0,53,,0.937931,0.937931,0.519444,,0.585417,2174
Q9HC21,SLC25A19,-2.346116296,1,0,0,0,0,69,,0.862069,0.862069,0.780556,,0.847917,320
Q13472,TOP3A,-2.778966752,1,0,0,0,0,45,,0.975862,0.975862,0.513889,0.616667,0.539583,1001
P25054,APC,-1.906463452,1,0,0,0,100,508,2,0.693103,0.693103,0.902778,0.60274,0.870833,2843
P49023,PXN,-2.994373406,1,0,0,0,209,1251,3,0.503448,0.503448,0.544444,0.467136,0.733333,591
Q12824,SMARCB1,-2.776353523,1,0,0,0,126,379,24,0.558621,0.558621,0.522222,0.132883,0.572917,385
Q9BYG8,GSDMC,-0.677436756,0,0,0,1,3,108,,1,1,0.980556,0.891892,0.975,508
Q12829,RAB40B,-0.507925038,1,0,0,0,7,108,7,1,1,0.844444,,0.814583,278
Q8NA03,FSIP1,-1.515974209,1,0,0,0,39,113,,0.975862,0.975862,0.980556,,0.997917,581
Q9BYG3,NIFK,-1.917545322,1,0,0,0,53,289,55,0.617241,,0.508333,0.531111,0.59375,293
Q9BYG0,B3GNT5,-0.960622371,1,0,0,0,2,95,,,,0.827778,,0.814583,378
Q9BYG7,MRO,-2.161771954,0,0,0,1,2,18,,,,0.980556,0.91,0.883333,248
P13073,COX4I1,-2.343198676,1,0,0,0,135,504,37,0.465517,0.465517,0.475,0.385845,0.458333,169
Q9BYG5,PARD6B,-0.870316358,1,0,0,0,8,107,12,0.9,0.9,0.813889,,0.745833,372
Q9BYG4,PARD6G,-0.39050691,1,0,0,0,0,78,2,0.810345,0.810345,0.930556,,0.929167,376
Q6ZPA2,,,0,0,0,1,0,0,,,,,,,131
P49019,HCAR3,-1.211013324,0,1,0,0,2,147,,,,0.888889,0.733108,0.997917,387
P26378,ELAVL4,-2.531624604,1,0,0,0,105,186,,0.534483,0.534483,0.980556,0.839506,0.90625,380
Q00839,HNRNPU,-2.338129602,1,0,0,0,62,169,,0.465517,0.465517,0.508333,0.057078,0.502083,825
Q12830,BPTF,-1.774719931,0,1,0,0,33,68,,0.596552,0.596552,0.538889,0.641892,0.61875,3046
P25067,COL8A2,-1.957355195,1,0,0,0,8,93,13,0.996552,0.996552,0.780556,,0.947917,703
Q12834,CDC20,-2.604088534,1,0,0,0,150,393,15,0.996552,0.996552,0.919444,0.771605,0.975,499
P25063,CD24,,1,0,0,0,0,0,,,,,,,80
Q12837,POU4F2,-1.943967279,1,0,0,0,0,145,,0.503448,0.503448,1,,1,409
Q12836,ZP4,-2.122174438,1,0,0,0,0,123,,,,0.988889,1,1,540
Q9BYF1,ACE2,-3.001884578,0,1,0,0,112,720,,0.862069,0.862069,0.95,0.915556,0.997917,805
Q6ZPB5,SDIM1,0.602059991,1,0,0,0,0,0,,,,,,,146
P49006,MARCKSL1,-1.641618517,1,0,0,0,36,171,14,0.503448,0.503448,0.766667,0.474886,0.885417,195
P49005,POLD2,-0.95222425,1,0,0,0,15,115,6,0.672414,0.672414,0.491667,0.502222,0.470833,469
Q12840,KIF5A,-1.691305211,1,0,0,0,0,170,,0.465517,0.465517,1,0.849315,0.929167,1032
Q12841,FSTL1,-1.980381133,1,0,0,0,23,265,,0.710345,0.710345,0.844444,,0.847917,308
P27694,RPA1,-2.482769782,0,1,0,0,115,350,3,0.482759,0.482759,0.508333,0.201389,0.572917,616
P27695,APEX1,-3.477464483,0,1,0,0,152,646,1,0.465517,0.465517,0.508333,0.268018,0.595833,318
Q9BYE9,CDHR2,-0.72369018,1,0,0,0,6,30,9,0.806897,0.806897,0.997222,0.810185,1,1310
Q12849,GRSF1,-1.055852802,1,0,0,0,0,138,,0.534483,0.482759,0.488889,0.390411,0.48125,480
Q9BYE7,PCGF6,-0.826796768,1,0,0,0,7,112,23,0.937931,0.937931,0.491667,,0.585417,350
Q12846,STX4,-1.952947205,1,0,0,0,50,207,5,0.465517,0.465517,0.472222,0.454762,0.572917,297
Q9BYE0,HES7,-1.360469984,1,0,0,0,0,144,,0.693103,0.693103,0.930556,,0.8875,225
P13056,NR2C1,-1.391823896,1,0,0,0,99,294,,0.958621,0.727586,0.533333,0.515766,0.654167,603
P37023,ACVRL1,-2.983702243,0,1,0,0,103,432,2,0.996552,0.996552,0.888889,0.713964,0.870833,503
P14384,CPM,-2.144740166,0,1,0,0,33,196,1,0.655172,0.655172,0.930556,,0.939583,443
P39687,ANP32A,-2.16098918,1,0,0,0,58,382,,0.465517,0.465517,0.508333,0.193694,0.516667,249
P13051,UNG,-2.829568121,1,0,0,0,119,352,,0.710345,0.710345,0.508333,,0.54375,313
Q9BYE4,SPRR2G,0.392220149,1,0,0,0,1,1,,0.882759,0.882759,1,,0.997917,73
Q9BYE3,LCE3D,-0.13175072,0,0,0,1,0,0,,0.996552,0.996552,0.997222,,0.985417,92
Q9BYE2,TMPRSS13,-1.776342624,1,0,0,0,6,71,,0.465517,0.465517,0.944444,,0.947917,586
P25025,CXCR2,-2.873131859,0,1,0,0,288,643,,0.996552,0.996552,0.95,0.973333,0.997917,360
P26358,DNMT1,-3.213326644,0,0,1,0,325,1125,,0.534483,0.534483,0.736111,0.869369,0.745833,1616
Q12851,MAP4K2,-1.604230102,0,1,0,0,3,193,,0.768966,0.768966,0.766667,0.487562,0.75625,820
P26374,CHML,-1.901373923,1,0,0,0,12,126,,0.9,0.9,0.694444,0.513333,0.76875,656
Q12852,MAP3K12,-2.064403063,0,1,0,0,26,134,,0.813793,0.813793,0.763889,0.60274,0.885417,859
Q6P1A2,LPCAT3,-2.217707294,1,0,0,0,8,32,,0.482759,0.482759,0.691667,,0.61875,487
P26371,KRTAP5-9,-0.439332698,1,0,0,0,0,0,,,,0.95,,0.939583,169
P26373,RPL13,-1.553314987,1,0,0,0,12,96,26,0.465517,0.465517,0.569444,0.399543,0.677083,211
Q9BYD6,MRPL1,-0.744481778,0,0,0,1,12,128,,0.52069,0.52069,0.475,0.298611,0.470833,325
Q12857,NFIA,-1.806022961,1,0,0,0,25,163,,0.57931,0.558621,0.6,0.162222,0.710417,509
Q9BYD5,CNFN,-0.560020547,0,0,0,1,0,7,,1,1,0.980556,0.940639,0.985417,112
Q9BYD9,ACTRT3,-0.051152522,0,0,0,1,6,87,1,0.996552,0.996552,1,0.979424,1,372
Q9UPA5,BSN,-3.058051511,1,0,0,0,8,84,,0.482759,0.482759,1,0.972603,0.947917,3926
Q9BYD3,MRPL4,0.079181246,0,0,0,1,18,66,73,0.503448,0.503448,0.472222,0.364444,0.48125,311
Q9BYD2,MRPL9,1,0,0,0,1,1,133,,0.57931,0.57931,0.475,0.5,0.48125,267
Q9BYD1,MRPL13,-0.906567843,1,0,0,0,17,104,54,0.503448,0.503448,0.491667,0.454955,0.491667,178
P26368,U2AF2,-2.140430026,1,0,0,0,21,183,32,0.465517,0.465517,0.522222,0.335556,0.572917,475
P26367,PAX6,-3.166502278,1,0,0,0,185,570,,1,1,0.997222,0.944444,0.997917,422
Q5TCZ1,SH3PXD2A,-1.477097977,1,0,0,0,2,110,,0.558621,0.558621,0.766667,0.592593,0.733333,1133
P52630,STAT2,-2.431269229,1,0,0,0,95,691,14,0.52069,0.52069,0.544444,0.563063,0.658333,851
P25098,GRK2,-2.610426402,0,1,0,0,84,455,3,0.52069,,0.658333,0.49061,0.654167,689
Q12860,CNTN1,-1.930165098,1,0,0,0,14,211,,0.672414,0.627586,0.95,1,0.870833,1018
Q12866,MERTK,-2.272762204,0,1,0,0,164,609,,0.558621,0.558621,0.766667,0.689498,0.76875,999
P49069,CAMLG,-1.911756149,1,0,0,0,29,147,2,0.672414,0.672414,0.569444,0.477169,0.539583,296
Q0VGE8,ZNF816,-0.120145176,0,0,0,1,0,31,13,0.693103,0.693103,0.591667,,0.6875,651
Q12864,CDH17,-3.382192663,1,0,0,0,141,312,,0.937931,0.937931,0.966667,0.933333,0.997917,832
P25090,FPR2,-2.491467588,0,1,0,0,64,253,71,0.996552,0.996552,0.980556,0.891892,0.997917,351
Q8NA42,ZNF383,0.477121255,0,0,0,1,3,59,,0.882759,0.882759,0.502778,0.561644,0.63125,475
P25092,GUCY2C,-2.33494179,0,0,1,0,182,228,,0.882759,0.882759,0.966667,,0.997917,1073
Q8NA47,CCDC63,-0.894474317,1,0,0,0,0,106,,0.724138,0.724138,1,,1,563
P37088,SCNN1A,-1.842727022,0,0,1,0,2,184,2,1,1,0.827778,0.351351,0.916667,669
Q32MH5,FAM214A,,0,0,0,1,2,14,,0.937931,0.937931,0.522222,0.763514,0.61875,1076
Q9BYK8,HELZ2,-0.508485994,0,0,0,1,0,30,,0.655172,0.655172,0.794444,,0.733333,2649
Q12870,TCF15,-2.457587909,1,0,0,0,0,70,,1,1,0.966667,,0.90625,199
Q12873,CHD3,-1.956326949,1,0,0,0,107,190,,0.534483,0.534483,0.577778,0.562189,0.595833,2000
Q12874,SF3A3,-1.295176591,1,0,0,0,11,78,2,0.465517,0.465517,0.491667,0.242222,0.5625,501
Q12872,SFSWAP,-0.397940009,0,0,0,1,0,147,9,0.710345,0.710345,0.505556,0.274775,0.539583,951
Q6GYQ0,RALGAPA1,-1.563242475,1,0,0,0,12,56,,0.52069,0.52069,0.6,0.777778,0.572917,2036
Q8NA31,TERB1,-0.452297667,0,0,0,1,0,26,,0.996552,,1,,1,727
Q12879,GRIN2A,-3.0982802,0,0,1,0,164,555,33,0.913793,0.913793,0.997222,0.972222,0.939583,1464
Q9BYJ4,TRIM34,-1.201852088,1,0,0,0,4,78,,0.806897,0.806897,0.583333,,0.825,488
Q8NA29,MFSD2A,-1.401751441,1,0,0,0,2,73,,0.996552,0.996552,0.919444,,0.947917,543
Q9BYJ9,YTHDF1,-0.764851904,1,0,0,0,2,78,3,0.52069,0.52069,0.472222,,0.491667,559
Q9BYJ1,ALOXE3,-1.511199213,1,0,0,0,2,118,9,0.627586,0.627586,1,0.978571,0.997917,711
Q9BYJ0,FGFBP2,-0.802172052,1,0,0,0,4,63,,0.958621,0.958621,0.905556,,0.997917,223
Q12884,FAP,-2.376864468,0,1,0,0,70,406,,0.810345,0.810345,0.919444,0.710046,0.975,760
Q12882,DPYD,-2.6243181,0,0,1,0,28,159,,0.57931,0.57931,0.658333,,0.76875,1025
Q6Q4G3,LVRN,-1.931078317,1,0,0,0,1,15,,0.996552,,0.997222,1,0.947917,990
Q12888,TP53BP1,-2.694850775,1,0,0,0,104,577,,0.482759,0.482759,0.675,0.242857,0.641667,1972
Q5TD94,RSPH4A,-0.78816837,0,0,0,1,0,40,1,0.996552,0.996552,1,0.946667,0.916667,716
Q12889,OVGP1,-2.268401566,1,0,0,0,7,67,5,0.996552,0.996552,1,1,0.654167,678
Q12887,COX10,-1.602663907,1,0,0,0,2,154,,1,1,0.538889,0.351111,0.654167,443
Q8NA23,WDR31,,0,0,0,1,2,22,,1,1,0.875,0.31,0.677083,367
P37059,HSD17B2,-1.926284215,0,1,0,0,16,209,1,0.672414,0.672414,0.980556,0.96,0.985417,387
P52657,GTF2A2,-1.186882373,1,0,0,0,6,42,5,0.627586,0.627586,0.766667,,0.710417,109
P53985,SLC16A1,-2.460593913,0,1,0,0,9,236,,0.52069,0.52069,0.736111,0.678404,0.76875,500
P52655,GTF2A1,-0.110895658,0,1,0,0,24,246,7,0.655172,0.655172,0.541667,,0.545833,376
Q8NA19,L3MBTL4,-0.213074824,1,0,0,0,26,90,,1,1,0.844444,0.753333,0.791667,623
P38398,BRCA1,-3.767842812,0,1,0,0,466,1542,2,0.727586,0.727586,0.733333,0.441441,0.985417,1863
Q9BYI3,FAM126A,-0.953092042,1,0,0,0,2,51,4,0.748276,0.748276,0.675,0.589041,0.791667,521
Q5TD97,FHL5,-0.605664123,1,0,0,0,27,116,8,0.844828,0.844828,0.919444,,0.985417,284
Q5TCX8,MAP3K21,-0.424202584,0,0,0,1,0,174,,0.810345,,0.847222,,0.90625,1036
P63302,SELENOW,-1.831266871,1,0,0,0,0,63,,0.627586,,0.675,,0.585417,87
Q12891,HYAL2,-2.014241756,1,0,0,0,3,212,1,0.958621,0.958621,0.827778,,0.947917,473
Q5TCY1,TTBK1,-1.117154101,1,0,0,0,0,161,,0.655172,0.655172,1,0.958333,0.870833,1321
P53992,SEC24C,-0.979393626,1,0,0,0,2,94,1,0.465517,0.465517,0.522222,0.160959,0.595833,1094
Q12893,TMEM115,-1.77885764,1,0,0,0,22,83,,0.631034,0.631034,0.522222,0.426667,0.5625,351
Q12894,IFRD2,-1.254680713,1,0,0,0,18,116,2,0.9,0.9,0.458333,0.531963,0.595833,506
P25089,FPR3,-1.416125138,0,1,0,0,29,247,,1,1,0.791667,,0.870833,353
Q12899,TRIM26,-0.848379759,1,0,0,0,10,107,,0.596552,0.596552,0.597222,0.190141,0.504167,539
P53990,IST1,-1.467213655,1,0,0,0,11,61,1,0.465517,0.465517,0.522222,0.154412,0.489583,364
Q6ZPD9,DPY19L3,-0.344064627,0,0,0,1,0,63,,0.710345,0.710345,0.641667,0.493056,0.547917,716
P53999,SUB1,-2.452215452,1,0,0,0,17,173,,0.465517,0.465517,0.505556,0.301802,0.516667,127
H0YL09,UBE2Q2L,0.602059991,0,0,0,1,0,1,,0.975862,,0.919753,,0.916667,131
Q9BYH1,SEZ6L,-0.862967107,1,0,0,0,2,49,,0.958621,0.958621,1,,0.916667,1024
P37058,HSD17B3,-2.037810671,0,1,0,0,5,140,8,0.617241,0.617241,1,1,0.9625,310
Q6ZPD8,DGAT2L6,0.77815125,1,0,0,0,0,28,,1,1,0.997222,,0.985417,337
H0YL14,TMEM250,0,0,0,0,1,0,3,,,,0.508333,0.095238,0.491667,139
Q9BYH8,NFKBIZ,-2.14151213,1,0,0,0,22,111,,0.975862,0.975862,0.885802,0.976526,0.71875,718
P40692,MLH1,-3.342829371,1,0,0,0,193,495,9,0.727586,0.727586,0.491667,0.191781,0.527083,756
P63313,TMSB10,-2.172818186,1,0,0,0,6,81,,0.503448,0.503448,0.661111,,0.770833,44
Q32MK0,MYLK3,-1.972752759,0,1,0,0,2,210,2,0.465517,0.465517,0.980556,0.986301,0.975,819
P63316,TNNC1,-1.151267646,0,0,1,0,189,281,12,0.882759,0.882759,0.997222,0.986667,0.985417,161
Q6ZP98,C16orf47,,0,0,0,1,0,0,,,,,,,133
Q9UP52,TFR2,-2.118823124,1,0,0,0,41,149,7,0.862069,0.748276,1,1,1,801
P14317,HCLS1,-1.181639483,1,0,0,0,71,359,2,0.57931,0.57931,0.905556,0.882353,0.9625,486
P14316,IRF2,-2.153187404,1,0,0,0,81,378,8,0.882759,0.882759,0.544444,0.42,0.6625,349
P14314,PRKCSH,-2.182554954,1,0,0,0,15,235,12,0.465517,0.465517,0.505556,0.349099,0.54375,528
Q0VFX4,,,0,0,0,1,0,0,,,,,,,171
Q0VG99,MESP2,-1.452908153,1,0,0,0,46,69,3,,,0.829365,,0.733333,397
Q9UP65,PLA2G4C,-1.276904392,0,1,0,0,2,63,,0.882759,0.882759,0.730556,0.196347,0.654167,541
P16989,YBX3,-2.131680081,1,0,0,0,43,204,,0.482759,,0.95,0.607639,0.916667,372
P14324,FDPS,-2.943228505,0,0,1,0,20,272,12,0.465517,0.465517,0.505556,0.568493,0.595833,419
Q6KCM7,SLC25A25,-1.434801039,1,0,0,0,7,99,3,0.655172,0.624138,0.661111,,0.604167,469
P27635,RPL10,-0.94918663,1,0,0,0,33,191,,,0.465517,0.583333,0.121622,0.6875,214
O43493,TGOLN2,-2.090064931,1,0,0,0,21,218,23,0.482759,0.482759,0.508333,0.159817,0.5625,480
Q9UP79,ADAMTS8,-1.144831389,1,0,0,0,53,153,,1,1,0.95,0.929054,0.975,889
O43497,CACNA1G,-2.166682647,0,0,1,0,93,217,,0.913793,0.913793,0.966667,,0.939583,2377
P15622,ZNF250,0.440527453,0,0,0,1,0,6,4,0.958621,0.958621,0.6,,0.6875,560
P15621,ZNF44,-1.621590288,1,0,0,0,22,90,1,0.844828,0.844828,0.519444,0.131455,0.654167,663
Q0VFZ6,CCDC173,,0,0,0,1,0,29,4,0.862069,0.862069,1,,1,552
Q5VIR6,VPS53,-0.81954394,1,0,0,0,2,106,5,0.482759,0.482759,0.522222,0.276995,0.641667,699
C9J6K1,C19orf81,,0,0,0,1,0,3,,,,1,0.949367,0.975,198
P01019,AGT,-3.245911707,1,0,0,0,247,695,5,0.558621,0.558621,0.980556,0.71,0.860417,485
Q9UP83,COG5,-1.003011435,1,0,0,0,0,26,14,0.503448,0.503448,0.722222,,0.641667,839
Q6P179,ERAP2,-1.737642899,0,1,0,0,4,76,,0.617241,0.617241,0.766667,0.605023,0.802083,960
P01011,SERPINA3,-2.947802568,1,0,0,0,89,276,,0.503448,0.503448,0.997222,0.885845,0.985417,423
Q6ZP80,TMEM182,-0.201645363,0,0,0,1,0,15,1,,1,0.997222,,0.985417,229
H0YKK7,GOLGA6L19,,0,0,0,1,0,0,,,,,,,550
Q6ZP82,CCDC141,-0.666352049,1,0,0,0,0,88,,0.710345,0.710345,1,,0.916667,1450
Q00888,PSG4,-0.83903563,1,0,0,0,2,68,,0.958621,0.958621,0.997222,1,0.997917,419
Q5TCM9,LCE5A,0.49939765,0,0,0,1,0,0,,,,0.997222,,0.997917,118
Q00887,PSG9,-1.617254279,1,0,0,0,2,170,10,0.958621,0.958621,1,1,0.9625,426
P01009,SERPINA1,-3.749141045,1,0,0,0,457,1083,,0.465517,0.465517,1,0.923077,0.997917,418
P01008,SERPINC1,-3.984514502,0,0,1,0,165,580,6,0.52069,0.52069,1,0.544776,1,464
A8MRT5,NPIPB5,,0,0,0,1,0,0,,0.862069,,0.797222,0.328704,0.595833,1133
Q00889,PSG6,-0.941992983,1,0,0,0,27,114,,0.958621,0.958621,1,1,0.9625,435
Q9UP95,SLC12A4,-1.721208457,1,0,0,0,9,119,,0.534483,0.534483,0.691667,0.504505,0.75625,1085
O43474,KLF4,-2.894469378,1,0,0,0,215,686,,0.996552,0.996552,0.722222,0.717593,0.929167,513
P01042,KNG1,-4.063787956,0,1,0,0,74,439,10,0.503448,0.503448,0.997222,0.962222,0.997917,644
P01040,CSTA,-2.292527764,1,0,0,0,58,334,10,0.672414,0.672414,0.997222,0.905405,0.997917,98
Q9BYC5,FUT8,-1.937243957,1,0,0,0,4,145,6,0.806897,0.655172,0.583333,0.397778,0.76875,575
P39656,DDOST,-1.603131413,0,1,0,0,52,140,,0.465517,0.465517,0.508333,0.542222,0.654167,456
Q9BYC9,MRPL20,1.230448921,0,0,0,1,1,48,,0.57931,0.57931,0.461111,0.39726,0.45625,149
Q9BYC8,MRPL32,0.176091259,0,0,0,1,2,52,,0.748276,0.748276,0.491667,,0.516667,188
Q00872,MYBPC1,-1.294085509,1,0,0,0,43,185,1,0.882759,0.806897,1,1,1,1141
P41970,ELK3,-0.171238758,1,0,0,0,66,225,,0.9,0.9,0.694444,0.580986,0.802083,407
P15692,VEGFA,-4.271971046,0,0,1,0,609,1809,2,0.996552,0.975862,0.905556,0.351111,0.860417,232
Q9BYC2,OXCT2,-0.477121259,0,0,0,1,3,62,4,0.558621,0.558621,1,1,1,517
P01037,CST1,-1.50717496,1,0,0,0,29,130,5,0.958621,0.958621,1,1,0.997917,141
P01036,CST4,-1.837837816,1,0,0,0,71,170,,0.958621,0.958621,1,1,0.985417,141
P01034,CST3,-3.528151106,1,0,0,0,401,866,,0.534483,0.534483,0.569444,0.547297,0.5625,146
P01033,TIMP1,-3.572465206,1,0,0,0,312,810,1,0.693103,0.693103,0.827778,0.93018,0.916667,207
P25021,HRH2,-3.21266707,0,0,1,0,5,244,,,,0.85,0.982639,0.90625,359
P01031,C5,-2.266903895,0,0,1,0,160,448,1,0.558621,0.558621,1,,1,1676
P25024,CXCR1,-2.480514591,0,1,0,0,165,378,,1,1,0.980556,,1,350
O43482,OIP5,-1.257373755,1,0,0,0,17,65,14,0.913793,0.913793,0.980556,0.995434,0.997917,229
O43488,AKR7A2,-2.573269207,1,0,0,0,26,197,,0.465517,0.465517,0.508333,0.52027,0.48125,359
Q9BYB4,GNB1L,-1.88405117,1,0,0,0,2,60,2,0.862069,0.862069,0.666667,0.458904,0.527083,327
Q5TCS8,AK9,-0.980023039,1,0,0,0,7,94,8,0.52069,,0.811728,0.24375,0.75625,1911
P14373,TRIM27,-1.527984677,1,0,0,0,19,172,2,0.748276,0.748276,0.762346,0.340278,0.585417,513
Q9BYB0,SHANK3,-2.266476936,1,0,0,0,0,0,1,0.596552,0.596552,,,,1731
Q5VIY5,ZNF468,0,0,0,0,1,3,28,,0.672414,0.672414,0.583333,,0.652083,522
P41968,MC3R,-2.655556636,0,1,0,0,18,202,,,,1,,0.997917,323
O43491,EPB41L2,-1.36757237,1,0,0,0,2,173,22,0.482759,0.482759,0.691667,0.488426,0.770833,1005
