entrez_gene_symbol,gene_long_name,category_sources,category
SLC5A8,SOLUTE CARRIER FAMILY 5 MEMBER 8,RussLampel,DRUGGABLE GENOME
ANXA2P2,ANNEXIN A2 PSEUDOGENE 2,GO,PHOSPHOLIPASE
T,T BRACHYURY TRANSCRIPTION FACTOR,GO,TRANSCRIPTION FACTOR BINDING
SAMD1,STERILE ALPHA MOTIF DOMAIN CONTAINING 1,HingoraniCasas,DRUGGABLE GENOME
NNMT,NICOTINAMIDE N-METHYLTRANSFERASE,GO,DRUG RESISTANCE
NNMT,NICOTINAMIDE N-METHYLTRANSFERASE,HingoraniCasas,DRUGGABLE GENOME
NRTN,NEURTURIN,GO,GROWTH FACTOR
NRTN,NEURTURIN,HingoraniCasas,DRUGGABLE GENOME
LVRN,LAEVERIN,"dGene,GO",PROTEASE
LVRN,LAEVERIN,"dGene,RussLampel",DRUGGABLE GENOME
LVRN,LAEVERIN,GO,NEUTRAL ZINC METALLOPEPTIDASE
SULT1A3,SULFOTRANSFERASE FAMILY 1A MEMBER 3,HingoraniCasas,DRUGGABLE GENOME
IDH1,"ISOCITRATE DEHYDROGENASE (NADP(+)) 1, CYTOSOLIC","CarisMolecularIntelligence,FoundationOneGenes,MskImpact",CLINICALLY ACTIONABLE
SNRK,SNF RELATED KINASE,"HopkinsGroom,GuideToPharmacologyGenes,GO",KINASE
SNRK,SNF RELATED KINASE,"HopkinsGroom,dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
SNRK,SNF RELATED KINASE,"GuideToPharmacologyGenes,dGene,GO",SERINE THREONINE KINASE
PTPRN,"PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE N","dGene,HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
PTPRN,"PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE N","dGene,HopkinsGroom,GuideToPharmacologyGenes",PROTEIN PHOSPHATASE
PTPRN,"PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE N",GO,TRANSCRIPTION FACTOR BINDING
CXCL10,C-X-C MOTIF CHEMOKINE LIGAND 10,HingoraniCasas,DRUGGABLE GENOME
CXCL10,C-X-C MOTIF CHEMOKINE LIGAND 10,GO,SERINE THREONINE KINASE
CXCL10,C-X-C MOTIF CHEMOKINE LIGAND 10,GO,CELL SURFACE
CXCL10,C-X-C MOTIF CHEMOKINE LIGAND 10,GO,KINASE
CXCL10,C-X-C MOTIF CHEMOKINE LIGAND 10,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
NRBF2,NUCLEAR RECEPTOR BINDING FACTOR 2,GO,KINASE
NRBF2,NUCLEAR RECEPTOR BINDING FACTOR 2,GO,LIPID KINASE
NTN4,NETRIN 4,HingoraniCasas,DRUGGABLE GENOME
SAA2,SERUM AMYLOID A2,HingoraniCasas,DRUGGABLE GENOME
DCTN2,DYNACTIN SUBUNIT 2,GO,TUMOR SUPPRESSOR
DEFB114,DEFENSIN BETA 114,GO,SERINE THREONINE KINASE
DEFB114,DEFENSIN BETA 114,GO,KINASE
DEFB114,DEFENSIN BETA 114,HingoraniCasas,DRUGGABLE GENOME
TSSK2,TESTIS SPECIFIC SERINE KINASE 2,"dGene,GO,GuideToPharmacologyGenes",SERINE THREONINE KINASE
TSSK2,TESTIS SPECIFIC SERINE KINASE 2,"dGene,HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
TSSK2,TESTIS SPECIFIC SERINE KINASE 2,"GO,HopkinsGroom,GuideToPharmacologyGenes",KINASE
ABCB10,ATP BINDING CASSETTE SUBFAMILY B MEMBER 10,"GO,GuideToPharmacologyGenes",TRANSPORTER
ABCB10,ATP BINDING CASSETTE SUBFAMILY B MEMBER 10,"GO,HopkinsGroom,GuideToPharmacologyGenes",ABC TRANSPORTER
ABCB10,ATP BINDING CASSETTE SUBFAMILY B MEMBER 10,"HopkinsGroom,RussLampel",DRUGGABLE GENOME
ADORA3,ADENOSINE A3 RECEPTOR,"GuideToPharmacologyGenes,GO,HopkinsGroom,dGene",G PROTEIN COUPLED RECEPTOR
ADORA3,ADENOSINE A3 RECEPTOR,"HopkinsGroom,dGene,HingoraniCasas,RussLampel",DRUGGABLE GENOME
PHF20,PHD FINGER PROTEIN 20,GO,HISTONE MODIFICATION
TNFSF15,TNF SUPERFAMILY MEMBER 15,HingoraniCasas,DRUGGABLE GENOME
TNFSF15,TNF SUPERFAMILY MEMBER 15,GO,PROTEASE
TNFSF15,TNF SUPERFAMILY MEMBER 15,GO,KINASE
TNFSF15,TNF SUPERFAMILY MEMBER 15,GO,SERINE THREONINE KINASE
PGA4,"PEPSINOGEN 4, GROUP I (PEPSINOGEN A)","HopkinsGroom,dGene,GO",PROTEASE
PGA4,"PEPSINOGEN 4, GROUP I (PEPSINOGEN A)","HopkinsGroom,dGene,HingoraniCasas",DRUGGABLE GENOME
AHCYL1,ADENOSYLHOMOCYSTEINASE LIKE 1,GO,TRANSPORTER
AHCYL1,ADENOSYLHOMOCYSTEINASE LIKE 1,"HopkinsGroom,RussLampel",DRUGGABLE GENOME
WISP3,WNT1 INDUCIBLE SIGNALING PATHWAY PROTEIN 3,HingoraniCasas,DRUGGABLE GENOME
WISP3,WNT1 INDUCIBLE SIGNALING PATHWAY PROTEIN 3,FoundationOneGenes,CLINICALLY ACTIONABLE
WISP3,WNT1 INDUCIBLE SIGNALING PATHWAY PROTEIN 3,GO,GROWTH FACTOR
PSMD14,"PROTEASOME 26S SUBUNIT, NON-ATPASE 14","HingoraniCasas,dGene",DRUGGABLE GENOME
PSMD14,"PROTEASOME 26S SUBUNIT, NON-ATPASE 14","dGene,GuideToPharmacologyGenes,GO",PROTEASE
PSMD14,"PROTEASOME 26S SUBUNIT, NON-ATPASE 14","GuideToPharmacologyGenes,GO",NEUTRAL ZINC METALLOPEPTIDASE
PSMD14,"PROTEASOME 26S SUBUNIT, NON-ATPASE 14",GO,DNA REPAIR
PSMD14,"PROTEASOME 26S SUBUNIT, NON-ATPASE 14",GO,TUMOR SUPPRESSOR
NELL2,NEURAL EGFL LIKE 2,HingoraniCasas,DRUGGABLE GENOME
LRRC52,LEUCINE RICH REPEAT CONTAINING 52,GO,TRANSPORTER
LRRC52,LEUCINE RICH REPEAT CONTAINING 52,GO,ION CHANNEL
KCNH2,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 2,"GO,GuideToPharmacologyGenes",TRANSPORTER
KCNH2,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 2,"GO,BaderLabGenes,HopkinsGroom,GuideToPharmacologyGenes",ION CHANNEL
KCNH2,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 2,GO,CELL SURFACE
KCNH2,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 2,GO,KINASE
KCNH2,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 2,GO,DRUG RESISTANCE
KCNH2,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 2,"RussLampel,HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
UGT1A10,UDP GLUCURONOSYLTRANSFERASE FAMILY 1 MEMBER A10,HingoraniCasas,DRUGGABLE GENOME
USP7,UBIQUITIN SPECIFIC PEPTIDASE 7,GO,TRANSCRIPTION FACTOR BINDING
USP7,UBIQUITIN SPECIFIC PEPTIDASE 7,GO,HISTONE MODIFICATION
USP7,UBIQUITIN SPECIFIC PEPTIDASE 7,"GO,dGene",PROTEASE
USP7,UBIQUITIN SPECIFIC PEPTIDASE 7,GO,DNA REPAIR
USP7,UBIQUITIN SPECIFIC PEPTIDASE 7,"dGene,HingoraniCasas",DRUGGABLE GENOME
GDPD1,GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE DOMAIN CONTAINING 1,GO,PHOSPHOLIPASE
PRSS42,"PROTEASE, SERINE 42","GO,dGene,HopkinsGroom",PROTEASE
PRSS42,"PROTEASE, SERINE 42","dGene,RussLampel,HopkinsGroom",DRUGGABLE GENOME
CRK,"CRK PROTO-ONCOGENE, ADAPTOR PROTEIN",GO,SERINE THREONINE KINASE
CRK,"CRK PROTO-ONCOGENE, ADAPTOR PROTEIN",GO,KINASE
ATP1A1,ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 1,"GuideToPharmacologyGenes,GO,HopkinsGroom",TRANSPORTER
ATP1A1,ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 1,"GuideToPharmacologyGenes,GO",ABC TRANSPORTER
ATP1A1,ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 1,GO,DRUG RESISTANCE
ATP1A1,ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 1,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
ATP1A1,ATPASE NA+/K+ TRANSPORTING SUBUNIT ALPHA 1,HopkinsGroom,ION CHANNEL
L3MBTL1,"L3MBTL1, HISTONE METHYL-LYSINE BINDING PROTEIN",GO,TUMOR SUPPRESSOR
L3MBTL1,"L3MBTL1, HISTONE METHYL-LYSINE BINDING PROTEIN",HingoraniCasas,DRUGGABLE GENOME
TMCO1,TRANSMEMBRANE AND COILED-COIL DOMAINS 1,GO,TRANSPORTER
TMCO1,TRANSMEMBRANE AND COILED-COIL DOMAINS 1,GO,ION CHANNEL
CXCL2,C-X-C MOTIF CHEMOKINE LIGAND 2,HingoraniCasas,DRUGGABLE GENOME
S100A6,S100 CALCIUM BINDING PROTEIN A6,GO,TRANSPORTER
ADGRF2,ADHESION G PROTEIN-COUPLED RECEPTOR F2,GO,G PROTEIN COUPLED RECEPTOR
PRKAA2,PROTEIN KINASE AMP-ACTIVATED CATALYTIC SUBUNIT ALPHA 2,GO,HISTONE MODIFICATION
PRKAA2,PROTEIN KINASE AMP-ACTIVATED CATALYTIC SUBUNIT ALPHA 2,"GO,HopkinsGroom,GuideToPharmacologyGenes",KINASE
PRKAA2,PROTEIN KINASE AMP-ACTIVATED CATALYTIC SUBUNIT ALPHA 2,"GO,GuideToPharmacologyGenes,dGene",SERINE THREONINE KINASE
PRKAA2,PROTEIN KINASE AMP-ACTIVATED CATALYTIC SUBUNIT ALPHA 2,GO,TUMOR SUPPRESSOR
PRKAA2,PROTEIN KINASE AMP-ACTIVATED CATALYTIC SUBUNIT ALPHA 2,GO,DRUG RESISTANCE
PRKAA2,PROTEIN KINASE AMP-ACTIVATED CATALYTIC SUBUNIT ALPHA 2,"HopkinsGroom,dGene,HingoraniCasas,RussLampel",DRUGGABLE GENOME
ABHD14A-ACY1,ABHD14A-ACY1 READTHROUGH,GO,NEUTRAL ZINC METALLOPEPTIDASE
ABHD14A-ACY1,ABHD14A-ACY1 READTHROUGH,GO,PROTEASE
TREX1,THREE PRIME REPAIR EXONUCLEASE 1,GO,DNA REPAIR
FCRL3,FC RECEPTOR LIKE 3,HingoraniCasas,DRUGGABLE GENOME
TUBA1A,TUBULIN ALPHA 1A,"RussLampel,HingoraniCasas,HopkinsGroom",DRUGGABLE GENOME
TUBA1A,TUBULIN ALPHA 1A,GO,TUMOR SUPPRESSOR
KDM5C,LYSINE DEMETHYLASE 5C,"MskImpact,FoundationOneGenes",CLINICALLY ACTIONABLE
KDM5C,LYSINE DEMETHYLASE 5C,GO,HISTONE MODIFICATION
KDM5C,LYSINE DEMETHYLASE 5C,HingoraniCasas,DRUGGABLE GENOME
GPR157,G PROTEIN-COUPLED RECEPTOR 157,"GO,HopkinsGroom,dGene",G PROTEIN COUPLED RECEPTOR
GPR157,G PROTEIN-COUPLED RECEPTOR 157,"HopkinsGroom,dGene",DRUGGABLE GENOME
NPC2,NPC INTRACELLULAR CHOLESTEROL TRANSPORTER 2,GO,TRANSPORTER
NUDT15,NUDIX HYDROLASE 15,GO,DRUG RESISTANCE
NUDT15,NUDIX HYDROLASE 15,GO,DRUG METABOLISM
CYP2C18,CYTOCHROME P450 FAMILY 2 SUBFAMILY C MEMBER 18,"HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
CYP2C18,CYTOCHROME P450 FAMILY 2 SUBFAMILY C MEMBER 18,"GuideToPharmacologyGenes,HopkinsGroom",CYTOCHROME P450
POLDIP2,DNA POLYMERASE DELTA INTERACTING PROTEIN 2,GO,TUMOR SUPPRESSOR
YWHAZ,TYROSINE 3-MONOOXYGENASE/TRYPTOPHAN 5-MONOOXYGENASE ACTIVATION PROTEIN ZETA,GO,TRANSCRIPTION FACTOR BINDING
UBD,UBIQUITIN D,GO,TUMOR SUPPRESSOR
PARP10,POLY(ADP-RIBOSE) POLYMERASE FAMILY MEMBER 10,HopkinsGroom,DRUGGABLE GENOME
GJD3,GAP JUNCTION PROTEIN DELTA 3,GO,CELL SURFACE
GJD3,GAP JUNCTION PROTEIN DELTA 3,GO,ION CHANNEL
GJD3,GAP JUNCTION PROTEIN DELTA 3,GO,TRANSPORTER
FDCSP,FOLLICULAR DENDRITIC CELL SECRETED PROTEIN,HingoraniCasas,DRUGGABLE GENOME
SLC25A44,SOLUTE CARRIER FAMILY 25 MEMBER 44,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLC25A44,SOLUTE CARRIER FAMILY 25 MEMBER 44,RussLampel,DRUGGABLE GENOME
TUBB8P12,TUBULIN BETA 8 PSEUDOGENE 12,"HingoraniCasas,RussLampel",DRUGGABLE GENOME
ATP6V1G3,ATPASE H+ TRANSPORTING V1 SUBUNIT G3,GO,ABC TRANSPORTER
ATP6V1G3,ATPASE H+ TRANSPORTING V1 SUBUNIT G3,"GO,GuideToPharmacologyGenes",TRANSPORTER
SEMA3D,SEMAPHORIN 3D,HingoraniCasas,DRUGGABLE GENOME
PRLH,PROLACTIN RELEASING HORMONE,GO,HORMONE ACTIVITY
PRLH,PROLACTIN RELEASING HORMONE,HingoraniCasas,DRUGGABLE GENOME
PICALM,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN,GO,PROTEASE
PICALM,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN,GO,CELL SURFACE
PICALM,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN,GO,NEUTRAL ZINC METALLOPEPTIDASE
ABHD6,ABHYDROLASE DOMAIN CONTAINING 6,GO,PHOSPHOLIPASE
UCN2,UROCORTIN 2,GO,HORMONE ACTIVITY
UCN2,UROCORTIN 2,HingoraniCasas,DRUGGABLE GENOME
OR5A2,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY A MEMBER 2,"HopkinsGroom,GO,dGene",G PROTEIN COUPLED RECEPTOR
OR5A2,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY A MEMBER 2,"HopkinsGroom,RussLampel,dGene",DRUGGABLE GENOME
MTMR8,MYOTUBULARIN RELATED PROTEIN 8,dGene,MYOTUBULARIN RELATED PROTEIN PHOSPHATASE
MTMR8,MYOTUBULARIN RELATED PROTEIN 8,dGene,DRUGGABLE GENOME
MTMR8,MYOTUBULARIN RELATED PROTEIN 8,GO,PROTEIN PHOSPHATASE
RAD54B,RAD54 HOMOLOG B (S. CEREVISIAE),GO,DNA REPAIR
HLA-H,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, H (PSEUDOGENE)",GO,CELL SURFACE
NR0B1,NUCLEAR RECEPTOR SUBFAMILY 0 GROUP B MEMBER 1,"RussLampel,HopkinsGroom,dGene,HingoraniCasas",DRUGGABLE GENOME
NR0B1,NUCLEAR RECEPTOR SUBFAMILY 0 GROUP B MEMBER 1,"HopkinsGroom,dGene,BaderLabGenes,GO,GuideToPharmacologyGenes",NUCLEAR HORMONE RECEPTOR
NR0B1,NUCLEAR RECEPTOR SUBFAMILY 0 GROUP B MEMBER 1,GO,TRANSCRIPTION FACTOR BINDING
TXNRD3,THIOREDOXIN REDUCTASE 3,"RussLampel,HingoraniCasas,HopkinsGroom",DRUGGABLE GENOME
PSRC1,PROLINE AND SERINE RICH COILED-COIL 1,GO,KINASE
PSRC1,PROLINE AND SERINE RICH COILED-COIL 1,GO,TUMOR SUPPRESSOR
PSRC1,PROLINE AND SERINE RICH COILED-COIL 1,GO,SERINE THREONINE KINASE
OR9A4,OLFACTORY RECEPTOR FAMILY 9 SUBFAMILY A MEMBER 4,"RussLampel,dGene,HopkinsGroom",DRUGGABLE GENOME
OR9A4,OLFACTORY RECEPTOR FAMILY 9 SUBFAMILY A MEMBER 4,"dGene,GO,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
GATA6,GATA BINDING PROTEIN 6,GO,TUMOR SUPPRESSOR
GATA6,GATA BINDING PROTEIN 6,GO,DRUG RESISTANCE
GATA6,GATA BINDING PROTEIN 6,GO,TRANSCRIPTION FACTOR BINDING
GATA6,GATA BINDING PROTEIN 6,GO,TRANSCRIPTION FACTOR COMPLEX
MIA3,"MIA FAMILY MEMBER 3, ER EXPORT FACTOR",GO,TRANSPORTER
TXK,TXK TYROSINE KINASE,"dGene,HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
TXK,TXK TYROSINE KINASE,"dGene,GO,GuideToPharmacologyGenes",TYROSINE KINASE
TXK,TXK TYROSINE KINASE,GO,PHOSPHOLIPASE
TXK,TXK TYROSINE KINASE,"GO,GuideToPharmacologyGenes,HopkinsGroom",KINASE
SENP8,"SUMO/SENTRIN PEPTIDASE FAMILY MEMBER, NEDD8 SPECIFIC","HingoraniCasas,dGene",DRUGGABLE GENOME
SENP8,"SUMO/SENTRIN PEPTIDASE FAMILY MEMBER, NEDD8 SPECIFIC","dGene,GO,GuideToPharmacologyGenes",PROTEASE
MFSD5,MAJOR FACILITATOR SUPERFAMILY DOMAIN CONTAINING 5,GO,TRANSPORTER
MFSD5,MAJOR FACILITATOR SUPERFAMILY DOMAIN CONTAINING 5,RussLampel,DRUGGABLE GENOME
PPP4C,PROTEIN PHOSPHATASE 4 CATALYTIC SUBUNIT,GO,DNA REPAIR
PPP4C,PROTEIN PHOSPHATASE 4 CATALYTIC SUBUNIT,GO,PROTEIN PHOSPHATASE
PPP4C,PROTEIN PHOSPHATASE 4 CATALYTIC SUBUNIT,GO,KINASE
PPP4C,PROTEIN PHOSPHATASE 4 CATALYTIC SUBUNIT,GO,SERINE THREONINE KINASE
SCYL2,SCY1 LIKE PSEUDOKINASE 2,"HingoraniCasas,dGene,RussLampel",DRUGGABLE GENOME
SCYL2,SCY1 LIKE PSEUDOKINASE 2,"GuideToPharmacologyGenes,dGene",SERINE THREONINE KINASE
SCYL2,SCY1 LIKE PSEUDOKINASE 2,"GuideToPharmacologyGenes,GO",KINASE
COX5B,CYTOCHROME C OXIDASE SUBUNIT 5B,GO,TRANSPORTER
CYP4X1,CYTOCHROME P450 FAMILY 4 SUBFAMILY X MEMBER 1,"GuideToPharmacologyGenes,HopkinsGroom",CYTOCHROME P450
CYP4X1,CYTOCHROME P450 FAMILY 4 SUBFAMILY X MEMBER 1,"HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
PGC,PROGASTRICSIN,"HopkinsGroom,HingoraniCasas,dGene,RussLampel",DRUGGABLE GENOME
PGC,PROGASTRICSIN,"HopkinsGroom,dGene,GuideToPharmacologyGenes,GO",PROTEASE
ATG5,AUTOPHAGY RELATED 5,GO,HISTONE MODIFICATION
ATG5,AUTOPHAGY RELATED 5,GO,DRUG RESISTANCE
LIG1,DNA LIGASE 1,HingoraniCasas,DRUGGABLE GENOME
LIG1,DNA LIGASE 1,GO,DNA REPAIR
NAGA,ALPHA-N-ACETYLGALACTOSAMINIDASE,HingoraniCasas,DRUGGABLE GENOME
SI,SUCRASE-ISOMALTASE,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
CAPZA1,CAPPING ACTIN PROTEIN OF MUSCLE Z-LINE ALPHA SUBUNIT 1,HingoraniCasas,DRUGGABLE GENOME
KCNK15,POTASSIUM TWO PORE DOMAIN CHANNEL SUBFAMILY K MEMBER 15,"GuideToPharmacologyGenes,GO",TRANSPORTER
KCNK15,POTASSIUM TWO PORE DOMAIN CHANNEL SUBFAMILY K MEMBER 15,"GuideToPharmacologyGenes,GO,BaderLabGenes",ION CHANNEL
KCNK15,POTASSIUM TWO PORE DOMAIN CHANNEL SUBFAMILY K MEMBER 15,HingoraniCasas,DRUGGABLE GENOME
OR10A5,OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY A MEMBER 5,"dGene,GO,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
OR10A5,OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY A MEMBER 5,"dGene,HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
RASSF1,RAS ASSOCIATION DOMAIN FAMILY MEMBER 1,GO,TUMOR SUPPRESSOR
UCN3,UROCORTIN 3,HingoraniCasas,DRUGGABLE GENOME
UCN3,UROCORTIN 3,GO,HORMONE ACTIVITY
ANAPC16,ANAPHASE PROMOTING COMPLEX SUBUNIT 16,GO,TUMOR SUPPRESSOR
OVCH1,OVOCHYMASE 1,"HopkinsGroom,dGene,GO",PROTEASE
OVCH1,OVOCHYMASE 1,"HopkinsGroom,RussLampel,dGene,HingoraniCasas",DRUGGABLE GENOME
CLPS,COLIPASE,HingoraniCasas,DRUGGABLE GENOME
TBL1X,TRANSDUCIN BETA LIKE 1X-LINKED,GO,HISTONE MODIFICATION
TBL1X,TRANSDUCIN BETA LIKE 1X-LINKED,GO,TRANSCRIPTION FACTOR BINDING
SEC11A,"SEC11 HOMOLOG A, SIGNAL PEPTIDASE COMPLEX SUBUNIT","dGene,GO",PROTEASE
SEC11A,"SEC11 HOMOLOG A, SIGNAL PEPTIDASE COMPLEX SUBUNIT",dGene,DRUGGABLE GENOME
LAG3,LYMPHOCYTE ACTIVATING 3,HingoraniCasas,DRUGGABLE GENOME
LAG3,LYMPHOCYTE ACTIVATING 3,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
LAG3,LYMPHOCYTE ACTIVATING 3,GO,CELL SURFACE
CDY1,CHROMODOMAIN Y-LINKED 1,GO,HISTONE MODIFICATION
IGHV3-73,IMMUNOGLOBULIN HEAVY VARIABLE 3-73,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
IGHV3-73,IMMUNOGLOBULIN HEAVY VARIABLE 3-73,GO,CELL SURFACE
EMSY,"EMSY, BRCA2 INTERACTING TRANSCRIPTIONAL REPRESSOR",FoundationOneGenes,CLINICALLY ACTIONABLE
EMSY,"EMSY, BRCA2 INTERACTING TRANSCRIPTIONAL REPRESSOR",GO,DNA REPAIR
CPM,CARBOXYPEPTIDASE M,GO,CELL SURFACE
CPM,CARBOXYPEPTIDASE M,"GO,HopkinsGroom,GuideToPharmacologyGenes,dGene",PROTEASE
CPM,CARBOXYPEPTIDASE M,"GO,GuideToPharmacologyGenes",NEUTRAL ZINC METALLOPEPTIDASE
CPM,CARBOXYPEPTIDASE M,"HopkinsGroom,HingoraniCasas,RussLampel,dGene",DRUGGABLE GENOME
ADCY10,"ADENYLATE CYCLASE 10, SOLUBLE","RussLampel,HopkinsGroom",DRUGGABLE GENOME
ZFP36L2,ZFP36 RING FINGER PROTEIN LIKE 2,GO,TUMOR SUPPRESSOR
IGHV1-24,IMMUNOGLOBULIN HEAVY VARIABLE 1-24,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
IGHV1-24,IMMUNOGLOBULIN HEAVY VARIABLE 1-24,GO,CELL SURFACE
YME1L1,YME1 LIKE 1 ATPASE,dGene,DRUGGABLE GENOME
YME1L1,YME1 LIKE 1 ATPASE,"dGene,GO",PROTEASE
YME1L1,YME1 LIKE 1 ATPASE,GO,NEUTRAL ZINC METALLOPEPTIDASE
MCIDAS,MULTICILIATE DIFFERENTIATION AND DNA SYNTHESIS ASSOCIATED CELL CYCLE PROTEIN,GO,TUMOR SUPPRESSOR
MAP3K9,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9,"RussLampel,HingoraniCasas,dGene,HopkinsGroom",DRUGGABLE GENOME
MAP3K9,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9,"GuideToPharmacologyGenes,GO,HopkinsGroom",KINASE
MAP3K9,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9,"GuideToPharmacologyGenes,dGene,GO",SERINE THREONINE KINASE
OR8J2,OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY J MEMBER 2 (GENE/PSEUDOGENE),"GO,dGene",G PROTEIN COUPLED RECEPTOR
OR8J2,OLFACTORY RECEPTOR FAMILY 8 SUBFAMILY J MEMBER 2 (GENE/PSEUDOGENE),dGene,DRUGGABLE GENOME
TBXAS1,THROMBOXANE A SYNTHASE 1,"HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
TBXAS1,THROMBOXANE A SYNTHASE 1,"HopkinsGroom,GuideToPharmacologyGenes",CYTOCHROME P450
IL20RB,INTERLEUKIN 20 RECEPTOR SUBUNIT BETA,HingoraniCasas,DRUGGABLE GENOME
PSMB10,PROTEASOME SUBUNIT BETA 10,"RussLampel,dGene,HingoraniCasas",DRUGGABLE GENOME
PSMB10,PROTEASOME SUBUNIT BETA 10,"GO,dGene",PROTEASE
PSMB10,PROTEASOME SUBUNIT BETA 10,GO,TUMOR SUPPRESSOR
STON1-GTF2A1L,STON1-GTF2A1L READTHROUGH,GO,TRANSCRIPTION FACTOR COMPLEX
USP17L12,UBIQUITIN SPECIFIC PEPTIDASE 17-LIKE FAMILY MEMBER 12,GO,PROTEASE
RAMP2,RECEPTOR ACTIVITY MODIFYING PROTEIN 2,GO,CELL SURFACE
RAMP2,RECEPTOR ACTIVITY MODIFYING PROTEIN 2,GO,TRANSPORTER
RAMP2,RECEPTOR ACTIVITY MODIFYING PROTEIN 2,GO,G PROTEIN COUPLED RECEPTOR
RAMP2,RECEPTOR ACTIVITY MODIFYING PROTEIN 2,HingoraniCasas,DRUGGABLE GENOME
NAALAD2,N-ACETYLATED ALPHA-LINKED ACIDIC DIPEPTIDASE 2,"dGene,GuideToPharmacologyGenes,GO",PROTEASE
NAALAD2,N-ACETYLATED ALPHA-LINKED ACIDIC DIPEPTIDASE 2,"dGene,HingoraniCasas",DRUGGABLE GENOME
NAALAD2,N-ACETYLATED ALPHA-LINKED ACIDIC DIPEPTIDASE 2,"GuideToPharmacologyGenes,GO",NEUTRAL ZINC METALLOPEPTIDASE
LY6G5C,LYMPHOCYTE ANTIGEN 6 FAMILY MEMBER G5C,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
LY6G5C,LYMPHOCYTE ANTIGEN 6 FAMILY MEMBER G5C,GO,CELL SURFACE
PSMD13,"PROTEASOME 26S SUBUNIT, NON-ATPASE 13",GO,TUMOR SUPPRESSOR
DLL4,DELTA LIKE CANONICAL NOTCH LIGAND 4,HingoraniCasas,DRUGGABLE GENOME
TNIK,TRAF2 AND NCK INTERACTING KINASE,"dGene,GuideToPharmacologyGenes,GO",SERINE THREONINE KINASE
TNIK,TRAF2 AND NCK INTERACTING KINASE,"dGene,HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
TNIK,TRAF2 AND NCK INTERACTING KINASE,"HopkinsGroom,GuideToPharmacologyGenes,GO",KINASE
TNIK,TRAF2 AND NCK INTERACTING KINASE,GO,TUMOR SUPPRESSOR
PKN1,PROTEIN KINASE N1,"RussLampel,HopkinsGroom,HingoraniCasas,dGene",DRUGGABLE GENOME
PKN1,PROTEIN KINASE N1,"HopkinsGroom,GuideToPharmacologyGenes,GO",KINASE
PKN1,PROTEIN KINASE N1,"GuideToPharmacologyGenes,dGene,GO",SERINE THREONINE KINASE
